release_year,item_name_x,sentiment_analysis,recommend
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,False
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,False
2018,the elder scrolls v: skyrim,1,False
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,False
2018,the elder scrolls v: skyrim,1,False
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,0,False
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,False
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,False
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,False
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,False
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,False
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,False
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,False
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,False
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,False
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,0,False
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,False
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,False
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,False
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,False
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,False
2018,the elder scrolls v: skyrim,0,False
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,False
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,False
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,False
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,False
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,False
2018,the elder scrolls v: skyrim,1,False
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,False
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,False
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,False
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,0,False
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,False
2018,the elder scrolls v: skyrim,0,False
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,0,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,2,True
2018,the elder scrolls v: skyrim,1,True
2018,the elder scrolls v: skyrim,2,True
